label,comment
0,环境很好坐在窗边能看见江景，烤鸭味道不错，一家人吃的其乐融融。
0,真的贼慢 烦 二个多小时收到 
0,性价比极低 不划算
0,挺好吃的，服务员的态度也很好。
0,红烧肉非常好吃，服务态度很好，环境很优雅，值得一试
0,难吃，卤肉都是骗人的，完全只是肉粒而已
0,环境还是可以，老板很热情，味道不错，菜品很新鲜
0,#榴莲披萨#吃过的最难吃的披萨没有之一，如果不会做披萨可以不用买这个，就单纯卖薯条炸鸡就够了...披萨没有配刀叉就算了，还好我在家（但是如果在办公室或其他地方叫外卖你让人家咋吃？手撕吗？），关键是味道，饼底有一厘米多的厚度，口感和馒头一模一样，完全不像烤的，饼底颜色也是白色。上面薄薄的芝士和榴莲，更别提拉丝，完全一点韧性都没有，吃了一口完全吃不下！很生气，炸鸡薯条倒是没什么问题，所以店家买炸鸡薯条就行了，既然完全不会做披萨干嘛还要卖披萨？这样完全是砸自己招牌好吗？希望店家要么重视这个问题改善要么就根本不要
0,喜欢超级棒
0,老铁，薯条不给番茄酱的吗？吃的好痛苦。鱿鱼再也不会买了，真的
0,很好。经常过来吃。团购划算，不用排队等候。朋友聚餐的好去处，味道也还不错。以后会继续光临。#鲜鸭肠#
1,吃了拉肚子，店早晚要开垮，早点关门好点
0,真是很不错啊，去了好多次。关键是离家很近，去哪很方便。好评
0,好难吃啊，什么玩意儿？
0,服务周到，味道超好，分量十分足，吃的我好饱。汤底应该是熬的高汤，很鲜，环境干净。老板人很好，还送了自家熬制的冰糖雪梨汁，味道巴适得板。蔬菜也很新鲜，麻辣鲜香。已经去了很多次，味道一样的好。
0,对于一个没吃午饭的孩子，喝杯这个，解渴饱腹，一举两得！顺道还能减个肥，一箭三雕！
0,位置很好找，不需要排队，上菜速度快，口味根据不同需要而选择，总之很棒
0,味道环境都很好，赞一个赞赞赞赞赞赞赞赞赞赞赞
0,58一份10个小龙虾并且还小，而且还没有大夹夹，差评
0,服务态度非常好，口味不错，下次继续来吃！
1,空心菜什么味都没有，毛血旺一个臭味，
1,我都是老顾客了，还给我搞些，这样劣质水果，红提都有股臭味了，怎么还弄出来卖。
0,份量太少物流太慢
0,不好吃 吃了两口都不想吃了 直接扔了
1,莲白吃到土？真的佩服了
1,日吗点的雪碧送都没有送 商家电话还打不通 真几把垃圾 
0,去了几次，相当不错。。。
0,现在似乎每个周末都想去改善伙食一下，味道真的很不错，价格也不算太贵，关键是环境位置都好，吃完还可以在龙湖逛一逛。食物很新鲜，寿司也很美味，现在在网上团购比现场给现金要便宜8块钱，在加上美团网积分抵现更加划算，所以亲就给我“认真评价”吧。
0,很卫生，我看见厨师伴凉菜洗手了，就在凉菜台旁边有一个洗手盆。口味也很不错，是那种快餐形式的，值得推荐
0,这次真的很差！吃的想吐！说的备注也没看到
0,不是我挑，这个面，一点味道都没有！真的不好吃！
0,女朋友吃的不好吃！第一次点到不好吃的  真的好失望！特意备注要口味好点！好咸好油！又没口味！
1,鸡肉里面是生的，薯条盒子上有虫。
0,东西太差，又难吃
1,拉出来所有评论 你桃子里面有蛆 蛆 蛆
1,有头发就算了，餐具也不给，让我拿手抓？
1,#一号卤肉奥尔良鸡排双拼便当#味道还可以，但是吃得高兴突然吃到一根钢丝球铁丝，这种心情真是....
1,太失望了，青菜居然是馊的。
0,烧白不好吃，还不带米饭，如果人家就点了烧白，那不是人家光吃肉吗？搞笑，还好点了一份饭，饭还那么少，必须差评。希望你们把价格加1元然后带饭，记住
0,还不错呃 环境很舒服 菜品看起来卫生干净 分量也可以
0,味道很好，就是少了一点，下次还去
0,一如既往的好，我非常稀饭，下次还要去吃！团购它十几张，想吃就去用，划得着...
0,卫生，划算，性价比挺好的还是。
0,东西没到  还自动签收了
0,很惊喜，包装好，蛋糕非常好看，也很好吃 孩子特别喜欢，店家的服务态度也是棒棒的，送货到家，真的太棒啦，以后就订你家蛋糕了。
0,好吃，味道棒棒的。超喜欢，以后还去！！
1,吃到吃到一根头发真是恶心想吐胃口全无 晓得在做些什么鬼东西
0,不错不错 吃好多次啦
0,味道不错，千层皮感觉好棒还有奶油，芒果好新鲜，店长还送了代金券，下次来把它用了
0,非常好，菜的份量足，味道也好，还有免费的奶油鸡蛋和玉米 ，环境，服务态度，都很好，和朋友点的两人餐感觉三个人吃都够了，最后剩了好多菜，五花肉很好吃，昨天吃太太撑了，肉没吃完，炒年糕没吃药，泡菜汤也剩了好多，一次一定还会去！
0,菜品还是一如既往的好吃，服务也很热情，赞一个
0,鱼很嫩，很新鲜，香辣味不错，不过油水多了就像火锅鱼了，水果小吃都是自助。
0,最好吃的是它家炸鸡超级好吃要点我图上这种哟 #甜辣酱炸鸡#
0,一如既往，好吃不是重点，重点是自在！！
0,味道不错，就是买一杯之后泡泡比较多，水少。
0,第一次评价，第一次给差评，真的是要好难吃有好难吃！大热天送到居然冷了，这些东西冷了怎么吃？
1,我确实不知道你们怎么弄的，那个春卷里面竟然有蛆！！！
1,吃到一半，发现里面有个大苍蝇，还是大马蜂之类的玩意，今天一共点了三份，还有一份一根米线都没有！！！！请你好好和我解释一下！！！不知道为什么不能上传图片
0,服务态度很好，味道也很棒，下次还来
0,味道太棒了，老板娘态度也好，值得去，主要东西好吃
0,味道好才是硬道理，老火锅的味道确实很赞！
0,很好吃 很好看 服务态度也很好 值得称道推荐 同学都说是大学买到过最好吃的蛋糕了 棒耶!#四重奏#
0,挺不错的 去的时候人很少 做在窗边和朋友聊天很惬意！
0,从小就很喜欢养猫，家里的两个宝贝相继离世之后特别难过，跟朋友聚会时找到这家店喝茶，也是想看看猫咪们找找慰藉。他们很温柔亲人，自己跑来睡在我和老公的腿上，很可爱。希望我家小麦和大白不要吃醋，我很想你们，希望你们来生幸福安乐
0,#蛋炒饭# #耗儿鱼# #鲜鱿鱼#
0,味道很好，不是第一次去了，只要是吃火锅都会吃这家的。环境也非常的好，团的菜品也很好都是我爱吃的，只是可能是生意太好了没次服务员都有点忙不过来，拿个东西很慢，不过这些都能理解的菜量很多，每次都没吃完过，#鲜鸭肠# #牛肝# #特色毛肚# #耗儿鱼# #鲜毛肚#
0,好吃哦  回头客了
0,很好吃 经常来 菜挺多的 大赞大赞
1,晚上吃完  就拉肚子了……不想说啥了  差评
0,分量真的很足，肉很好吃
1,不是第一次吃了，今天中午又掉了一份，吃着吃着突然发现有点不对头，没想到饭没洗干净，里面好几条虫子，打电话给商家，不说退钱就算了，连马上换餐的意识都没有，说下次再购买再重新送一份，结果要求重新换一份，又说单子很多，可能要等很久。我只想说你们做的是健康营养餐，不要把自己的牌子做死了。一点服务的意识都没有吗？
0,是粗的米线，我们喜欢，味道不错，没有放很多味精这点我们觉得不错，滑肉好吃，分量足
0,服务非常好，调料和水果自助，点了最喜欢的毛肚，鹅肠，黄喉还有其他一些菜，份量足，味道好，两人消费200出头，吃得非常饱
1,豆浆都有点馊了，也敢拿出来卖，你是觉得大家喝不出来么？差评。
0,味道不错，服务热情，回头客，性价比高，菜品也新鲜，分量足
1,勒是撒子鸡杂？谢谢你 全部是鸭肠好吗？而且感觉没做熟，味道？ 和白开水加酸萝卜一个味，难吃得恼火，米饭en得恼火 吃了两口给你倒了， 做生意 讲究个良心 谢谢
0,难吃死了，又咸有辣，盐巴不要钱吗，这也叫奥尔良？
0,味道好，份量足，环境也很好，，，，，，，，
0,环境好 味道不错........
0,味道一如既往的好！免费的甜品很多
0,味道很不错哟
1,肉都是臭的！  评论里不止一个两个这样说了。大家自己看看  这样的卖家我已经向食药监局举报  吃了之后肚子感觉痛 想呕吐 ！而且卖家服务态度极度恶劣！买这么多外卖你家算是第一家又难吃又不卫生服务态度还恶劣的！  请大家不要购买 以下是各位的截图 以及我买的鸡翅套饭。根本不是图片上还有配菜 就两对臭了的鸡翅和两片生黄瓜片两片火腿 都是生的！  最后放点泡菜 根本不能吃！ 请问卖家 你这样卖不卫生的食物 不怕店被查封？？？
0,也太难吃了吧，也不新鲜，送得也慢
1,那个鸭肠怎么感觉是生的呀？而且从来没吃过这么小的鸭肠，像牙签一样，也来点过几次了，品质一次不如一次，以后也不会再来了。
0,分量足～   两个人根本吃不完
0,感觉生意好到爆   老板娘漂亮  哈哈哈哈哈
1,差评，里面有个虫子，菜没洗干净
0,一如既往的好吃…
0,好评，服务态度好，环境也好，菜品新鲜，分量也很足，上菜速度也快，菜品单价也不贵，味道很好，一起吃的几个友友都赞不绝口，一开始只团了两张，后来结账的时候发现刚好超了98，就现场又团了一张，值得推荐给大家。
0,菜品不错，服务一如既往的666。来自老顾客的心声。
1,排骨里面有个虫子。吃一半了，恶心死我了
0,人美，服务又好，关键是好喝！
0,首先是位置特别好找 就在金城旁边的美食小巷内.做奶茶的姐姐很快就把团购的奶茶验证了.毫不怠慢.店面挺干净的 感觉也挺卫生新鲜的~奶茶味道很浓郁 可以和coco奶茶相提并论~里面的西米露很Q 很好吃.味道甜甜的 喝了就停不下来.在这样炎热的夏季 来一杯冰凉的奶茶很解渴又凉快 还会再次光临的~
1,全是鸡精味，芋头等其他食材一点不新鲜。难吃
0,服务周到，菜品新鲜，只是上菜稍稍慢一点点，可能是因为客人多的原因嘛！
1,在菜里吃到一只蟑螂腿
0,买蛋糕就是要长得漂亮的，这家店的蛋糕又漂亮又好吃，超级无敌棒。并且老板人非常的好，下着大雨都给我送。真心向大家推荐这家店，ps:我不是托。
0,很好，味道很不错，已经去吃了好几次了，哈哈。。。。
0,好喝。老板的态度特别好。。。。
0,够差的，说不要辣口味好吃的。结果咸的要命，吃一半扔了
0,环境还可以，开了空调比较凉快，上饭也很快，味道不错
1,肉是臭的就算了，平菇也是臭的，以后不会再点了
0,味道好以往如记的好。吃过很多次了。下回还来
0,很不错的一家店，很实惠，环境很好，服务员也很热情。抱着试一试的态度来吃，结果发现真的来对地方了。牛排是黑胡椒味的，意大利面和蛋糕都可以免费加，很不错。吃得很饱！建议你们去试试。
0,一碗好吃的面条送到7点58才到，7.40不到外卖哥就点了已经到达，当我最后接单食物的时候 外观已经吃不下去 打开一看面条膨胀得一口汤都没有了 不想说有多气愤 #牛肉面#
0,下午一个人去吃的，哈哈。老板服务态度很好！味道也挺不错的，鱿鱼须鱿鱼片鱿鱼卷牛肉菌肝这些荤菜该有的都有，素菜品种也很齐。一个人吃，加上十块钱的锅底费，也才39元。店面不大，但是好找，有银耳汤，饮料也免费。
0,蛋糕很香很好吃，商家环境好，老板人很好很客气！
1,#农家腊肉#腊肉都臭啦！你这是怎么回事？
0,口感好，不是很甜的那种，美女老板人很好
0,菜品不错，服务也不错，就是有时候上菜速度有点慢
0,环境不错，鱼很新鲜，挺好，下次有机会会再去
0,经常来吃，味道不错！而且实惠，四个人两份鱼刚好，点了瓶饮料！！！
0,这里的人都挺好玩的，下次还来，主力推荐
0,去了几次了，味道很不错，价格合理。
0,如图，发现了以后都不想吃了
0,不好吃，做菜不用心难吃 
0,很有创意 ！！！朋友很喜欢  很开心 下次再定哦！ 棒棒 就是抹茶有点苦 希望下次可以改善一下 给店家一个么么哒！
0,味道好，服务好，环境好，为了不浪费我们还打了包，好可惜我们没有拍照。以后还会来这家店的。
0,环境很好哟~  陪同学来的…味道也不错…  可惜是单反拍的…就不上图了
0,吃了几次了，小区外面很方便，服务也还好
0,吃了好多次了，。以前在成都读书就喜欢那里的小吃，这个钟水饺还有点那个味道，龙抄手跟重庆的味道差不多，钵钵鸡的作料很香，但是个人认为偏咸了点，燃面也是每次必点，但是不同店里做得不一样，第一次在时代天街好吃些，后来在南坪吃了一次，里面水有点多。还有就是多点几份还是不算便宜。
0,很不错的茶哦，都是茶叶泡制的，无糖更好喝
0,一个外卖晚了30分钟，他马送了多久？
0,服务好，关键是味道好，赞 小伙伴们都喝上瘾了，最爱乌龙奶盖
0,口味不错，照得比较难看。店家很热情。
0,紫米是统一配送吗 每家店的紫米都是一坨 还都有点硬 酸奶味不错
0,味道很好哦，建议大家吃哦
1,这是哪个年代的米？！虫子都养这么大了！！
0,分量足。味道好。位置好找。已经吃过几次了。还是觉得好吃。 #清汤锅# #冷吃兔#
0,公司食堂做的红烧肥肠，口味太重接受不了就来吃过桥米线，味道很好，因为是孕妇所以才要求不放鸡精味精，但是人家是一锅熬好的汤，吃一顿也没事，确实不错，环境干净整洁，店员态度和服务都非常好，加工资哈！
0,老板娘服务真心非常好，味道也很好，特别是耙牛肉，去了2次了
0,超级棒。吃了几次了。下次还会去的
0,位置好找，味道不错。。。。。。。。。老板态度不错
0,服务很周到，味道也很好，分量还很足。
1,完全不值，太难吃了，蟹黄全是粉的，打开一壳的水，没法吃，而且很腥 
0,味道还是不错 老板的生意越来越好了
0,确定这是咖喱鸡？
0,难吃，差评，薯条软的？怎么吃？吃了打跃！
1,吃完发现有好多虫啊，我的天。恐怖
0,石锅饭味道不错，冷面海吃不太惯，性价比高！
0,好吃，便宜，而且服务态度很好很好。经常来
0,传说老板态度很好，传说环境很好，传说一切都好，还是很不错的……
0,开始米饭漏送，耽误半小时时间，菜都冷了，点的苕粉不知道哪去了，真的让人失望的很！最后的解决方案是把苕粉的钱退了
0,一如既往的好吃，米线上得也很快。
0,味道好，环境好，菜品新鲜，服务好
0,很好吃，口感不错。都很推荐。红枣不错
0,配送时间慢得太离谱
0,味道棒棒哒，生意太好了，小妹儿都忙不过来了~~我是旁边鸡排店的~~~我说了我周末要来就必须来~~~
0,帅哥家的鱼味道很好，第一次去吃，很满意，下次还去
0,还会再来，不枉此行。味道不错，环境小资，聚餐好地方。
0,离奥体中心不远，去看球赛，在那里喝点下午茶，真心不错，服务非常好！
0,很好吃，强力推荐，香菜牛肉果然是招牌菜名不虚传
0,菜品很新鲜，服务态度非常好，味道也很好，希望生意兴隆，越来越红火
0,太少了  三个人不够吃
0,味道好，又好吃，下雨天那个叔叔送，挺辛苦的，赞！
0,味道一般蔬菜不新鲜，说没有那么小的鱼强制称了五斤鱼，两个人吃五斤鱼店家太会做生意了。
0,骗人米饭都没有菜也不行
1,为什么我总感觉肉是臭的  拿给狗狗吃了 不敢吃
0,不是我嫌弃，实在是太难吃了，色香味，完全不沾边，特别是色，看着都没胃口！
1,吃了好多次了 这次蛋炒米线吃到钢丝球 不知道怎么说了 
0,味道不错，喜欢的朋友可以去尝试一下，挺香，肉质细嫩。
0,好吃！已经是他们家的常客啦！味道棒棒的！
0,舌尖的老顾客 味道很好吃哦  有空再来
0,菜份量足，价格实惠，适合朋友聚餐。
0,实话实说这真是我吃过的最难吃的梁山鸡了，明明点的特辣，结果也不知道是不是厨师没看到，吃起来一点辣味都没有，只吃到咸味而且是巨咸，没办法挺大一钵菜只吃了几口就倒掉，饿着肚子等那么久最后还是煮泡面，人都不好了
0,很不错，地方很好找，工作人员的态度也很好，蛋糕很好吃，很好看。
0,去了好几次了，现在改了装修后完全不一样了
0,哇塞  来重庆超喜欢的一家小面  味道棒棒哒
0,分量足，服务也挺好的，还送了水果。
0,好吃，百吃不腻。下次再来
0,经常来这里吃，碗超级大，很有食欲，分量很足。强烈推荐！
0,我的双拼，你给我搞个只有烤鸭，怕是不得对哦
0,好吃的没话说，以后会经常来。。。。。
0,差差差那个菜好难吃
0,老板很亲切，人很好。酸奶也好喝。大家多照顾生意吧
0,鸡柳只有一个黄喉只有三片这量不可恭维
0,等了半天都不来 下次不会再点了 
0,味道很不错，服务态度也很棒，菜品新鲜。值得推荐给大家哦
0,口味很好，外形也好看，吃了几次都觉的不厌
0,好吃！第一次买，味道不错！还想再买！
0,菜品不错，服务好，价格划算，是一次不错的团购
0,真的很好吃，每次必吃的东西，而且干净卫生
0,少了一份饭不说 补送还那么慢 你们就不能优先处理一下？要不是外卖不可以退鬼还吃这个
1,冷的，串串是冷的，土豆是变质的，黑心商家
0,寝室六个人吃完饭刚好够   奶油味道很不错，蛋糕口感也很棒。而且，叔叔开着自家座驾给我们送蛋糕-太好了。   速度也很快，态度好棒  大赞大赞我叔！！！！！    太帅了，也祝大家圣诞快乐啦啦啦啦啦
0,品的口味如何，服务是否周到，环境怎么样？赶快告
0,非常不错的一次团购，店家位置有一点点不好找，但是菜的味道很好，很新鲜，上菜的速度也很快，免费饮料也比其他店的要好喝的多，最值得表扬的是这家服务人员的态度都超级好，对团购的也特别的热情，推荐大家去体验！
0,味道很好，会再来
1,真心不好吃呀。午餐肉还有异味！
0,他们家经常有活动，超爱吃三文鱼，上菜速度也快，服务也很好，要是牛排煎的好就好了
0,  小份居然不含面皮，也没提醒。太差劲了
1,米线里有虫 瞬间没胃口了
0,喝贡茶就认准这一家了，感觉很干净，味道也很好。喜欢乌龙奶盖。
0,无话可说辣的遭不住，还漏的到处都是
1,配菜土豆丝坏了不
0,感觉好舒服，味道超好吃，地方找的到，环境很干净，服务员人很好，下次还会来，大家可以去看看，吃吃。真的很好。每次都很想来，吃了一次还想吃第二次，真的很舒服，只说2次，哈哈。☺️☕️
0,经常光顾。因为在附近上班，味道还是不错的
0,量很足，两个人吃饱了噢。味道也很不错，吃了很多次了
1,皮蛋瘦肉粥是臭的，酱肉包子也是酸的，大夏天的前一天的吧
0,单说菜品还不错，就感觉这次团没享受到优惠
1,可能是点的太早吧，感觉是昨天的剩菜剩饭。菜有个味道，吃了一点下午就拉肚子了。
0,还是很满意的，不错，去了几次了
1,差评 汉堡肉都没熟 咬都咬不动 吃了还不知道会不会拉肚子
0,挺不错的。。味道也好，吃了好几次了。。
0,味道好，环境也很好，四个人吃基本够了
0,不够我吃，以后多加点嘛
0,位置不怎么好找，但是味道挺好的，3个人吃的，足够了
0,你们那个送餐的把餐送到了嘴巴不干净的在说我们，没听清楚她在念啥子，啥子态度哟！点你们餐那么多次了，第一回觉得你们态度太差！生气得很！态度太差态度太差态度太差！！！
0,不好吃，也不辣。
0,一如既往的好，菜品新鲜，最爱爬爬虾
0,很不错的一家蛋糕店、值得回购
0,就在家楼下的，很方便。回头顾客了很满意
0,很好喝的奶茶，这个团购简直太实惠了。会经常来的。
0,蛋糕做得很精致，尺寸也很足，味道还很好，阿姨也很热情！
0,非常非常喜欢肠粉非常非常好吃！为什么只能买一单了啦.？！？
0,味道还不错哈，卖相也还可以
0,点的鸡全翅没有给我送 也没有退钱
0,环境很好，服务态度好，味道还可以哟
1,有味道，吃感觉都馊了
0,味道还是挺不错的 就是晚上去没有面块和豌豆尖了 也没有说一声就直接换了苕皮和白菜 都没吃 乌鱼味道和分量还是没话说
1,吃了拉肚子 拉了一上午 我和闺蜜两个一起拉  我确实差评 
0,味道很好。环境也清净。服务态度也很诚恳热情，热天来这里吃东西，冰爽降温！
0,帕帕罗蒂的面包一直很好吃，团购也很划算
0,很好，在合川来说是比较可以的了
0,位置好找，味道环境都不错。我从没吃过榴莲，但是吃起来也不错，就是闻起来有榴莲味儿。
0,5点付款的7点半才送到 不按时送餐 饭还死难吃 里面的土豆都化没了！
0,非常不错，服务员态度很好，菜品分量也很足，味道也很好，以后还会去的
0,味道好，份量很足，环境还可以，服务员大姐爱理不理，好像团购的要低人一等似的，那种眼神，让人看着很不舒服……
0,不好吃。尤其是米饭
0,怎么会有一家店可以把西红柿鸡蛋做的这么难吃，赶紧让厨师去学学手艺吧，恶心死了
0,味道包装什么的，很好，但是呢，3听可乐忘记配送了，让我等，这都第二天了，我的可乐呢？12块是小事，不守信我就没话说了。
0,为什么不拿筷子为什么不拿筷子不拿筷子
0,味道不错！！！值得推荐！
0,难吃，第一次点，还烤糊了，吃着都是苦的，，差评，差评，差评
1,从来没给人差评过，但这家必须差评！完全和图片不符。完全和价格不符，你家是敲诈吗，东西那么少！并且里面还有头发，很长一根头发，打电话给商家不但不处理还挂我电话。今天真是气死了
0,茶很好喝，红豆珍珠奶茶，隆重推荐，店里美女很热情，看电影的时候来一杯，很暖！#红豆奶##格雷三兄弟##香米巧克力奶盖#
1,#毛血旺（建议2-3人）#你们这个菜品真牛逼，还附赠蟑螂！把我恶心的够呛，你要是店面离我近我还真想给你们送来。好好的一顿饭整得一点胃口都没了，一颗星都懒得给你们，鄙视菜品不卫生的！
0,不是第一次去啦 很划算 吃的我很饱 不错
0,你看吃的多干净就知道有多好吃了，下次还来哦，哈哈哈
0,量是给三岁小孩吃的吧 也太坑了
0,多啦A梦很漂亮，宝宝好喜欢，口感也不错，夹心水果不腻。
0,分量少之类的就不说了，还有我点了麻花没有麻花！没有麻花！没有麻花！两块钱的麻花！而且还是来迟了十五分钟，而且很早很早就喊我去底楼等着，之后等了好久才来，还有最烦的是！饭没有？外卖小哥忘拿了？？！！！没有饭的冒菜感觉.....没有词语形容了，我知道外卖小哥也很幸苦，但是等了一个多小时才等到冒菜还没有饭缺一个菜的我也很惨啊！！！
0,顺水鱼馆加州店地理位置非常好找，就在加州城市花园大门旁，店面干净，整洁，服务态度也很不错。菜品很新鲜，味道很正宗。由其是椒麻鱼是他们的特色菜，充分体现了重庆的地方特色麻，辣，鲜，香。量也很足，配菜很多，是宴请宾客的最佳去处。 #椒麻鱼# #顺水鱼密制黑豆腐# #手工面块# #泡菜# #油炸豌豆#
0,老板很好很热情哟，味道也还不错，还有一个豌豆尖汤，两个人吃刚刚好，下次有时间还会来吃的。
0,不错，很划算，值得购买，味道也挺不错
0,描述不符      感觉被坑了    根本和他们描述的不一样    我明明有的橙子给我送的橘子也就算了   还坏的根本吃不了  而且皮超级厚     我真的无语了   
1,我们四个人吃的，结果第二天四个人都拉肚子了，朋友说是没有清理干净造成的还好不严重，不然要找你们扯皮，
1,开始看着不错，包装也不错，吃第一口就不想再吃了，好大个黑虫尸体爬在肉上，饭也硬，洋芋丝也硬，只有吃饼干了，哎，遇得到哦！图片第二张开始肉上面的黑色物体就是虫
0,很满意。给弟弟买的说很好吃的。价格实惠。老板服务很好。还会回购的！
0,菜品口味不错，服务很周到，服务员态度很好，菜品种类也丰富。
0,感觉味道还是不错的，团购确实便宜些
0,老板热情，餐馆干净，口味不错，下次再来
0,一如既往的好吃，推荐大家去。。
0,生煎包就他家好吃又干净。就在协信星光过万达的天桥上面，非常好找
0,服务周到，味道好，辣爽翻，分量也很足，特别是螺丝很好吃，还会再去的
0,我点两份饺子，为什么跟我装一起？我在外面跟朋友一起，让我们一人一口吗？扯淡#猪肉韭菜#
1,真心无语惨了，还有这么长根头发，第一次外卖有头发
1,馊了不好吃，味道也不行。
1,接到外卖肚子已经挺饿了，结果一打开塑料包装袋，就从商家赠送的纸巾里面跑出来大概3 4只蟑螂，瞬间恶心到了，胃口全无，味道很一般，鸭血也有点发霉的味道，再也不会来了，还希望商家可以做好卫生工作，毕竟是餐饮的根本。
0,环境很好，菜品新鲜，服务态度特别好，干净卫生，下次还会光顾。
1,第一次在金翠河吃到虫。瞬间无语 
0,这个挺划算的，鱼丸很不错，鸡蛋仔也好好吃
0,很不错，我很喜欢紫米，很好吃，酸奶味道也不错ヽ(○´∀`)ﾉ♪
0,服务比较热情，环境干净，去的时候人不多安静，牛排也不错，比较好的一次体验！
0,来这里吃第二次了，跟男朋友一起来的，两个人要了四人餐，高估了自己...吃了170串，吃得超级撑...味道还是很好的，很喜欢她们家的，干净卫生，味道很入味，香辣，服务态度还是不错的，吃到后来就觉得有点辣了……还是不能吃太多... #串串#
0,速度特别快，服务周到。味道也不错。
0,一直很喜欢喝  口味很好  以后还会来光顾的！！
0,每次去日月光都要吃的 很美味
0,经常光顾该店，蔬菜粥、皮蛋瘦肉粥、广味香肠都是我们的最爱，今天另外还点了萝卜牛腩，但今天味道不是很好，不过还是一如既往的继续支持吧！
0,味道赞，老板热情周到！以后会经常光顾！
0,很不错，闹市中的一块清净地儿！老板人很好，会再来的！
0,每次都觉得还是一样的棒，环境很不错，很温馨，位置也很好找，味道也挺好的
0,上菜速度挺好，味道特别好，口味赞赞赞
1,菜是馊的，太坑爹了
1,第一次外他家点粥还可以，就是凉拌三丝里面有个飞虫之类的东西，可恶'
1,写的两份冰红茶、就只有一份，菜品更是不敢恭维了、咖喱鸡只有四小块鸡、最重要的一点请先看下图、所谓是鸡肉不够、虫子来凑么……亲们慎重啊。
0,从6点10下的单，然后等到了8点过。这些都不说了，关键你还这么难吃。我也是无语了，没有下次了，
0,位置好找，团的四人餐当时没定位置要了个包间还不错。
0,可以，非常不错，推荐朋友分享
0,有一部分菜是属于重口味的，而有一部分还比较清淡。总体来说，比较喜欢，有些家常菜，也有一些特色菜，更喜欢特色菜，有机会再去品尝新菜品。位置也比较好找，第一次去没打电话就去了，不过还好，还有位置。服务很满意，比较详细周到。给五分好评，不怕你骄傲。
0,很大的量，菜品质量好，环境也大气，美好的聚餐享受，还要去。
0,环境不错，味道很好吃，酸菜吃了很开胃。
0,说的慕斯蛋糕，真她妈的难吃，还是没得办法和沁园华生园相比，真的不好吃，明明就是面包，还慕斯
1,不知怎么的，泡椒血旺是臭的！
0,团了好几次，味道挺不错的，离家近，挺方便
0,好吃，又划算。菜多，味道好，老板漂亮！
1,烧白都有臭味了，要想生意好老板要注意食材的选购哦
0,不仅量少，还难吃难吃 量太少 难吃 
0,很不错哦，味道好，地方好找，老顾客了
0,味道很好，经常去吃老顾客！亲们可以去品尝品尝！
0,给我说要满40才送货，满40送你为什么要写满30？最后又让我加了五块钱的东西才送，东西味道一般，汉堡很干，鸡肉炸的太老，我就是实话实说。
0,味道还可以，菜品也很新鲜，上菜速度快，服务热情，环境也很干净，这个价位值
1,呵呵……椰青味道不说，外头都发霉了，百香果成这个鬼样子了，山竹全军覆没
0,味道很正宗，老板热情，老顾客了经常来
