,id,comment,label
1780,e304f7a4-9e49-4674-bd21-0bea030ccc37,第一次别人送舍友的烤鸭。吃了就忘不了了，以后班里的聚会都从三峡带份烤鸭，5个人每次都能剩下。就是歌乐山不给送挺不开心。放假去吃的二人餐，剩下了，量正好，不用加别的，蔬菜拼盘都没怎么吃，还是很好吃，还想吃。不习惯吃饭拍照，上点旅行照吧,0
1907,f40fda00-e3eb-4b61-9b7b-81aca9eb92d0,分量足，剩了好多没吃完。,0
37,0582a55f-360b-4daf-8351-3a09a6e240c2,花甲一点都不新鲜   居然还有臭的   不能忍   第一次点外卖花甲有臭的    跟臭鸡蛋有的比   从来不给人差评的真的今天忍不了  商家自己看看恶不恶心   吃了好几个才看到  好怕拉肚子   扔垃圾桶里之后感觉我整个屋都臭了  ,1
53,0785908b-d586-47ec-a91e-2258b9cf59a4,饭里面有虫子，而且鱼腥味很重，一点都不新鲜的感觉,1
226,1e3f2627-b775-466e-8038-38d8b5ecafd6,鱼太咸，鱼不新鲜有异味，差评,1
238,1f9fe0f6-6965-4591-875b-f9e6e5bff955,三文鱼不新鲜，肉质分层了，158元的大份三文鱼（35片）每片4.5元了，28.8元的小份三文鱼（9片）每片3.2元，158元至少是49片，大份少得可怜，不要说什么切大切小，你们每种分量我都点过，绝对没有下次了，太黑心！,1
289,2583229a-0dd0-47f8-8ed7-174a570922e5,螃蟹不新鲜…………,1
440,39b730c0-c8b5-4a86-ae82-3f3e46a50a6f,菜不新鲜，肉是臭的。骗人我****。,1
560,484a0fcb-edfa-4afd-ba4d-df4455123b83,菜品很不新鲜，感觉是前一天剩下的  位置好找把喜欢那里的汤圆还有洋芋饭,1
566,4929c760-01b7-4b21-9681-7fd51f3b7b0a,超级难吃，土豆是炸的，又来煮，一点都不新鲜，菜种类很少，感觉食材不新鲜。,1
675,57e47b20-14bd-410f-83c6-9e2e00f9d94c,不好吃 没有蒜香味 虾子不新鲜 是冰冻虾 哎 ,1
747,612fd9d0-e14b-4ed0-95d8-d2e7da6fa3e7,里脊肉吃起有股味道，应该不是新鲜的吧！我们没去店里买就是相信他们店里的食材都是新鲜的 以为我们是网上买的就可以欺骗消费者？？？藕片也是放了很久的吧？和以往相比  食材越来越不新鲜 吃了这些会拉肚子的！不要一味的为了钱 就这样对待消费者！！,1
864,70d7dd98-6077-468e-9ecf-80462a758c81,完全不新鲜，千万别去吃。有苍蝇，有头发，啥都有,1
967,7d8fba4e-8cc5-4c14-9854-db36d1247c78,我只能给菜品差评了，没办法，我点的藕片去哪里了？雪花肉去哪里了？肥肠还有个味道，菜品也不新鲜，什么鬼？都没怎么吃，扔掉了，我只能说没有下次了……,1
978,7ed2eb6e-5c37-42b6-a77e-d8e2ee1e4bf1,味道完全没有香辣味，全是酱油味，而且蟹很不新鲜，一股腥味。吃过最难吃的蟹,1
1144,9515b00d-ea45-4ac9-8753-c69b05e52a72,打开饭盒都能闻到鸡肉臭了不新鲜的味道 反正鸡肉一口没吃 饭吃了一口 贼难吃 就把沙拉吃完了 不会再点了 包装再好有什么用,1
1248,a0fdca6d-a281-4f6a-9424-3b1420021ca2,小龙虾非常不新鲜……圣子太咸了……无话可说，坐等明天拉肚子,1
1264,a34d591d-04cd-4e6c-ba1d-41ae7b03935f,菜不新鲜 要的是微辣 鹌鹑蛋都不新鲜 特别是里面有块血旺都是臭的唯独一块不知道是不是别人剩的我直接丢了 不想吃了 太坑人了 ,1
1300,a80b7e00-0820-41d7-970c-78e12d4d3a3d,东西很多，很好吃，上周末也来吃的，唯一就是水果不新鲜,0
1329,ab0ecddb-5172-4fb0-9389-b53c341211c4,虾子有点怪味，估计食材不新鲜！,1
1345,ad63ae1f-971f-4414-ae37-4acdb40a0432,#酥肉#不新鲜，有异味,1
1379,b2031cb9-bff3-40c8-b9b4-bb024d37239b,太失望了 味道不行 虾点都不新鲜  差评,1
1557,c7370e4f-8765-4016-9841-da437121531c,贼难吃  从来没吃过这么难吃的  油像地沟油  鱿鱼都不新鲜  想吃死人嘛？,1
1631,d00172ec-2d23-438a-b5a0-5533cafadccb,不好吃，肉不新鲜，米饭也坏了,1
1754,e01ceb07-451e-480b-b9a4-ee7e5b24dfc4,食材不新鲜，特别是虾，吃了两个人都肚子疼，一个人只冒冷汗，拉肚子。做生意要良心经营，以前还是你们店里的常客，这一弄，谁还敢去，差评！,1
1841,eb76f01b-ac66-4251-8e90-3ae677f970a0,水果很不新鲜，像坏了一样！千层做得不好！,1
1843,ec05c80d-f41e-42b8-a490-d64070e15b12,太难吃了 郡花都是臭的 不新鲜 还没熟,1
1933,f6a95607-a94e-40b6-8b79-1834a735cdd6,味道不好吃食材也不新鲜，而且点的根本就没有烤齐，年糕的影子都没看到,1
1938,f7579fa4-3e0e-40c9-8279-1acfb28eed71,已经连吃两次拉肚子了，不新鲜，非常脏,1
1953,fa274613-a617-4d55-860c-db19a3ff2462,菜品很不新鲜，藕像没洗过一样，藕片都干，豆腐很辣，分量又少，下次再也不会在这家吃了,1
229,1e777e24-2d71-477a-a235-9f0b70efd02c,饭像没熟样 好像昨天的剩饭 一点都不好吃,0
255,2176651c-f380-4cd9-b17f-a5556199e96b,定餐到送达只花20分钟，提前半个小时送到，诧异烤串的速度！都是温热，里脊肉还没熟，签签牛肉上还夹带一根头发，少藕片，我也是醉了。经商量后，商家已退藕片和里脊肉的钱，尽管速度重要，但质量才是第一！尤其是吃进嘴里的食物。以前经常点你们家，觉得还是不错的，这次是换了老板吗？不愉快的一次点餐经历,1
581,4bd15f39-e685-4888-8dc6-c94739669636,鸡块居然没熟…………不好吃全扔了#黄金鸡块#,0
697,5bd05588-a11c-437c-ba83-f532faa34741,方便面没熟，没法吃，竹笋很老咬不动而且很少，菜品也很少,0
1843,ec05c80d-f41e-42b8-a490-d64070e15b12,太难吃了 郡花都是臭的 不新鲜 还没熟,1
722,5e40cfbe-6762-4b12-bfaf-67f9ef3f2635,想吐，银耳汤杯盖上面有一颗老鼠屎，而且还黏在上面了,1
26,03c87f95-a0be-44fc-88b7-1eaef83844cc,把顾客当傻子了吧，这家店我经常买，现场买不是这个样子！因为是外卖顾客不能现场挑选，货物不满意也不能现场换，所以专门挑烂的给我是吧。西瓜大家看看钥匙放在现场你们会买么？还有蓝莓盒子上很多汁，还有一股酸臭味、坏的！好的蓝莓大家都知道是干燥的上面还有一层白白的东西，打开全是湿的。我买了两盒两盒都是这样。我晕，以后再也不在这家店买了。,0
328,2a2f8a9d-0e1a-4f2b-8235-8a98b1de23d1,实际与宣传的差距太大，口味不行，这是我在重庆吃过最烂的石锅拌饭,0
866,710b69b0-445d-44e2-8dd3-3cf233da8e89,各位，骗人的店。偷工减料的，好少，有些菜还没有。烂店一个。。烂，烂，烂。。。。,0
1276,a586320c-d994-4f10-8276-58c39dc247d5,个人觉得很难吃   一点味道没做   汉堡里面放的菜叶都是烂菜叶   你们良心不会痛吗？  很少给差评的   这次真的是很不满意    鸡翅也是馊的   奉劝各位还是换家店吧,1
1328,ab09f551-e835-4971-a6d8-319c4bebdc40,比以前订的虾差得太远太远了，总共二十来个虾，烂虾、死虾多，接近一半差虾钳，更甚者还有几个虾头里面都绿了的！最恐怖的是还有变异的。太难受的一次小龙虾经历，砸渝派的招牌！,1
1350,adc2dcab-80f4-4b6d-9e5c-6ac572a41460,第一次吃羊排抓饭，米饭很香颗粒晶莹饱满，羊肉和胡萝卜的汁汁和香味充分的渗透到米粒里面。调味料很少羊肉的味道很真实软烂鲜香。总之我很喜欢这种尊重食物，还原食材自身味道，用料简单的做法。很健康营养，真心的推荐。,0
1369,afdca4d8-903b-40dc-ae25-b219776fc0da,黄桃心心烂了，淡而无味,0
1648,d181d840-b9f5-4fec-a52b-34f74db50359,#回锅肉套饭##泡椒肉丝炒河粉##香脆馄饨#第一次点的时候味道很好、但是这次很差！回锅肉不晓得回了多少次锅！里面的肉都黑了硬邦邦的！豆干也是烂的绵扎扎的！一夜之间像换了厨师一样！难吃至极！不会再来了！#回锅肉套饭##泡椒肉丝炒河粉##香脆馄饨#,0
1653,d1f7ba64-a01f-4669-b2ef-3641c8e9706e,你们家点了很多次了，以前筷子少了南瓜烂成粥逗不说了，这次直接吃出蟑螂壳壳，还说下次补我一份，补我一份未必是叫我找个整的出来？还怪外卖有问题，把自己弄称抖再说嘛！,1
1413,b5a45808-12cb-401e-bfd7-3c4a63cbb1f5,不好说的。豆花可以吃。烧菜只吃了一坨真的。建议老板自己尝一下。不晓得是撒子味道好重的骚味！第一次遇到这种味道......,0
1985,fe4bd460-66f8-4f0e-aca1-606722113be1,有股羊骚味，我点的牛肉啊？送的汤好喝,0
240,1fb09bc1-cb69-44d4-8033-73f35afb54b7,想吃炸熟的苍蝇 可以点一下，掺在薯条里,1
416,365511cf-7ac8-4fc3-b48c-8b5ac8622fca,居然.有吃到苍蝇。#鱼香肉丝套餐#,1
610,50057475-7f24-4095-b407-3f7993f90412,吃出一只苍蝇的时候我想算了吧，继续吃吧。我一共吃出2只。。。补蛋白质也不应这样吧,1
798,681e87de-e8fc-4de2-a261-8a67f0557eab,吃出只苍蝇是怎样,1
864,70d7dd98-6077-468e-9ecf-80462a758c81,完全不新鲜，千万别去吃。有苍蝇，有头发，啥都有,1
1225,9ebd927b-7cf4-4bbb-89ed-3f6988250526,吃完了，发现一只苍蝇，整个人都不好了,1
1342,ad2555ce-1e13-4fe1-a9b6-b75517bb08d6,有苍蝇。。。。。。对于一个才学了节肢动物的人来说  真的是人都不好了,1
1477,bc82f367-fc9e-4467-a3a3-ab5db6773d51,不卫生 ，吃到后面有只苍蝇苍蝇苍蝇，恶心死了,1
1513,c1b1ce7a-9614-42f2-a58e-9f1419981341,#蒜香猪蹄##麻辣猪蹄#本来吃了一个之后觉得味道还可以，结果第二个发现有只死苍蝇…我顿时想吐,1
1645,d13982f2-9d68-47a5-90a6-30b2b4244624,真的很无语 等了半天不说 结果一打开里面还有苍蝇在上面 真心难吃 鸡蛋也是坏的 ,1
1721,dc2b52e7-e4ea-4fb7-bb24-c4b42c61c17c,黑黑的苍蝇，招牌鸭食管#招牌鸭食管#里面的，刚买的时候没吃完，放了一天，刚才吃完了看见的，真的扎心了老铁，那感觉就像你喝了一碗稀饭，最后看见两颗耗子*，真心不敢再来买了，吓人,1
1753,e011b67f-f36f-4817-93ea-f1ecb68d6efe,去了两次，人太多，团购的上菜较慢，有苍蝇兄也有蚊子兄，总的来说算不错了！喜欢喝老鸭汤主要！,0
1900,f31829a4-b2e4-44c4-9bff-281d364588b7,吃出了苍蝇，好肥的一只，以后再也不吃了。恶心。,1
1928,f61301b2-6e5a-4b08-8535-393d45923eb2,前两天点过几次，今天这次快吃完了的时候发现汤泡饭最下面有只死苍蝇，都泡软了，我想到我之前喝了好多汤，然后把我今天下午和晚上吃的全都吐出来了！,1
1972,fd14a066-28c0-4eab-a09c-5a2b666329f2,饭里面还有苍蝇丶太慢了,1
14,01f91684-d6a2-4641-b620-f0394b91ea24,里面有虫子 太恶心了 吐死了,1
53,0785908b-d586-47ec-a91e-2258b9cf59a4,饭里面有虫子，而且鱼腥味很重，一点都不新鲜的感觉,1
207,1d1a6fcf-eb90-4f4f-a2db-915d1a1ace16,吃到虫了  厉害厉害,1
245,2068b33b-28e1-45e9-a7dc-565486eb2f59,一个小时前刚从他们店里点了大盘鸡盖面，然后吃出来了一只虫子，剩下的半碗全扔掉了，关键是店家的态度，太让人生气了，还不承认，还给我说是菜叶子，有见过长脚长眼睛的菜叶子吗？更何况我点的餐就没有菜，如果肯定是菜叶子，干嘛要急着销毁证据，把我的筷子抢过去扔垃圾桶，再说我又没眼瞎着，分不清菜叶还是虫子，这家店的卫生极其不达标，大家以后就餐还是注意点，这份餐是给送餐员点的，今天重庆下大雨，看他们好辛苦，就给他们点了两份饭，今天写出这个评价，是希望大家以后可以擦亮眼，不要让那些不干不净的东西影响了我们的身体健康,1
248,20c15521-cd23-4264-835e-a33c8c06f0a2,米线里面还有虫太不卫生了,1
348,2d2a7dec-dbe8-4e8a-86b2-054b312fd927,我日嘛啥子几把情况嘛，又不是第一次点了，吃除了一个蚊子大的哪种，还有一个小虫子，还有一根成头发，媳妇直接吃欧了，搞麻批搞,1
373,302793e2-a4d9-44da-8a7f-833bc26c3c8f,土豆丝太难吃，还有虫子在里面。,1
501,4141a8b9-3234-4dde-bf37-a9c6d1b25446,其实我们经常来，一般聚会请客都来这里吃，每个月都会来几次的。这次家里人吃就团了一个结果遇到下大雨到处都是飞虫，后来给我们换了一桌重新换了一个锅底。虽然很不开心，影响吃东西的心情，一开始我故意要求按团购的菜重新上，不是为了贪小便宜，而是过来解决这个人的态度让我觉得不爽。毕竟是你们做生意不是第一年了，这样的情况还没得处理肯定也是服务不完善，过来处理事情的人那口气好像与她无关似的。不过最后过来解决的人态度还行，就原谅了，毕竟做生意也不容易。,1
513,41be22a1-ffe3-475b-9b3e-c7721cab7836,稀饭是冷的，抄手里有虫，卤鸡蛋外皮硬的嚼不动，至于饺子，已经不想打开了。,1
565,491934cb-c86b-4946-9d19-3ebc662db4f3,我都吃了那么多次你们家。竟然拿这种长虫的材料给我做粥！刚开始飘面上一只以为自己家的 结果越吃越多 才知道粥有问题   以后不敢点了。接近30一碗粥 卫生都保证不了也是够了,1
637,52d7578e-c033-4ad9-add6-2e09262f1803,怎么不可以上图 这么大个虫吃到最后才发现 你是要毒死我嘛 做餐饮重要就是干净卫生。看来以后再也不敢吃你家的了。现在看到就想吐 不知吃了多少虫进去了,1
766,63d1dc6a-fcb3-4515-8902-48272437935c,有虫子，好恶心，清洁卫生怎么回事，太不地道了呀，工商局管不管这事，商家看到请联系我，很气愤,1
794,67842353-9b7b-44bf-bb52-df242a6b9975,没人接配送也不说一声，打了n个电话给商家都没人接，等了一个半小时，我真是呵呵了……送来的粥里面有蚊虫，包子里面还有锡箔纸，该怎么吃！很少差评！第一次都给你了！,1
803,68917e51-688f-4d04-a1a4-41e4491ad2f9,还没有吃就看到，饭表面就有个虫，怎么吃啊！,1
904,761c9a2b-6a68-4c28-9880-4ec2b1dfdc1b,竟然还能吃出虫子……真的怀疑是饭店卫生过关吗……建议大家不要去这家吃……卫生真的差,1
936,79431604-2372-48c2-b767-b4a8ab0ddd58,米线泡容了我本来就不高兴了，居然还有个虫，早知到还是该点饭,1
942,7ac671ce-8515-48f2-b619-dad83f283f8d,卫生条件不好，有虫子，,1
964,7d534a03-2b98-49c7-a3b4-b82c115d8552,饭里面还有米虫，有虫就算了嘛，能不能把虫选干净，眼不见心不烦！确实是羊肉汤已经和我在别家吃的不一样！,1
1035,85116933-3079-466e-9215-7b57f7c34eed,原来总是侥幸心理，点了四次了。该来的还是来了，吃了两个虫，还是小蟑螂，恶心，不会爱了。而且迟到了半小时,1
1119,9018430b-09ff-469d-a369-2aa214c4c6b0,难吃死了，饭是冷饭，手撕肉里还有虫，凉面是硬的,1
1127,927c9103-d680-499f-b4a0-2f233389cf80,我把可乐喝完了，打开盖子一看里面有个虫，我真的想吐,1
1165,96ec2f8f-35c9-47c5-a8d9-5afd2d84a46c,太恶心了，叫的南瓜里面有几十条虫，害得我吃饭的心情都没有了！现在想象都恶心！真心想吐，以后再也不敢吃南瓜的，心理有阴影了！特别是碗底一排一排全是虫！今天一天都不想吃饭了！打电话给商家，来了看了居然说只退南瓜钱！本来都已经心里很不舒服了！恶心至极点！虽然后面把钱全部退了！但这态度，这食品的卫生， 这心里的阴影！恶心，再也不敢吃这家了！,1
1212,9cbf9b79-7cba-4412-b830-df798fcb07a6,面上这么大的蚊虫，也是醉了,1
1262,a2f56248-8371-4728-8481-ba6031d962e4,太恶心了，快吃完了，吃到个虫,1
1301,a8181110-02c6-4048-8f4f-51a30d4d9313,我真的是醉了，这样的炒菜竟然卖得出去，比我都炒得难吃，最垃圾的一次外卖，烧个汤里面居然还有一个虫，看到都恶心。,1
1410,b589a966-b945-4e96-884d-240febd76c4a,一打开盒子一条虫！本来就送晚了，还来个这种，无语了！,1
1496,bebc026c-bcf6-4508-84f0-38a640e25f13,太不小心，还有虫子,1
1541,c4bd0cfc-a584-40c3-a4fb-db72489b2b56,老顾客了，老板查一下记录就知道，所以不是恶意评论，吃了那么多次，今天第一次吃到虫子，真的很反胃，彻底没食欲了，是不是该给个说法，卫生问题真的堪忧,1
1708,da62d99f-f2bd-4e9c-abaf-ec4e4455a170,分量少  还有虫  送得也慢,0
1751,dfe97d88-f07e-452f-b50a-63e5f5110d36,平常很少拍照评价，但是今天这个虫子确实多，看样子应该是米线虫吧……老板真的要注意卫生吖,1
1789,e40f5289-c512-4208-8455-7b106adcc9d1,味道还是不错的，可是吃到一根菜虫，瞬间没胃口了,1
1815,e7065f1b-042f-4990-a155-e2bb49702910,太难吃了，啥子鬼汤，一整个鸡蛋烧在里面。汤也有虫,1
1858,ee045ed9-e676-470f-994d-e6d35acaad9b,不知道这是什么鬼！配送两个小时才到，因为路程远，我理解就算了！为什么食物里面有虫子在爬！有股酸臭味还有 包装损坏，还好意思拿给我吗？我真的很少给差评，我也很少吃到如此高蛋白的沙拉！如果一切都不方便烦请商家就不要接单！！！这是对你们招牌名声最好的保留，唉，无以名状…,1
1914,f49cdb56-ef60-4aea-b8fc-bc164bf340c2,配送慢不说 一打开盒子绿豆汤里面有只虫 瞬间没食欲,1
1941,f7d6f058-0e0e-4ff2-b181-0407eea96298,晚了十五分钟，还吃到触角很长的虫子，实在恶心。,1
1963,fbbaf3b7-c199-47aa-8fb3-cad92a08e7fc,完美，你家东西只有完美来形容，还附赠昆虫野味，完美到我再吃你家东西是SB,0
26,03c87f95-a0be-44fc-88b7-1eaef83844cc,把顾客当傻子了吧，这家店我经常买，现场买不是这个样子！因为是外卖顾客不能现场挑选，货物不满意也不能现场换，所以专门挑烂的给我是吧。西瓜大家看看钥匙放在现场你们会买么？还有蓝莓盒子上很多汁，还有一股酸臭味、坏的！好的蓝莓大家都知道是干燥的上面还有一层白白的东西，打开全是湿的。我买了两盒两盒都是这样。我晕，以后再也不在这家店买了。,0
37,0582a55f-360b-4daf-8351-3a09a6e240c2,花甲一点都不新鲜   居然还有臭的   不能忍   第一次点外卖花甲有臭的    跟臭鸡蛋有的比   从来不给人差评的真的今天忍不了  商家自己看看恶不恶心   吃了好几个才看到  好怕拉肚子   扔垃圾桶里之后感觉我整个屋都臭了  ,1
61,08b54046-d02f-4fac-9cca-d42c1c231b26,第一次吃还挺好吃的，这次点了一个骨肉相连，结果那肉有点臭了,1
112,10173a19-705a-4909-a3b9-b15c8cf3b641,头发好几根，肥牛肉是臭的，我吃进了嘴里，简直丧尽天良，几十块钱打水漂了不说，我还饿着肚子，看着一盒发臭的盒饭，气晕了，我看了评价才来的，结果，评价里的人可能没有我这样的遭遇吧，头发我还能忍，肉是臭的，你让我怎么吃，哭晕在厕所。,1
121,1137eb4b-048c-49ff-93d9-6d65478949c1,鱿鱼有股味儿，不晓得是太腥了还是臭了,1
127,1262cef3-24e4-44e3-9e25-40962d3cb2c3,除了点的凉粉能吃以外，其它太难吃，茄子一个酸臭味，烧白盐巴酱油不要钱，白肉一个腥臭味，备注说了米饭舀软一点的，全是夹生饭，也是一个酸臭味，包装可以！这是我吃过最难吃的小碗菜！,1
187,1a170f40-8421-4b41-bae5-d8d1006e2c13,今天买的那个臭豆腐 真的有毒 我女朋友都拉肚子好几次了,1
243,20067309-9275-4621-ae46-98ebad4e1054,说实话虾子确实可以，但是店家能不能在送货前检查一下食物是否坏掉#秘制辣卤鹅翅##辣卤鸭头#这两样东西打开后完全是酸臭了的！！！叫人怎么下口！！！！浪费钱不说，吃出问题才是大事！！！,1
260,2266ca7f-33ff-4156-94ea-50c7523f5fd1,点你家外卖好几次了，也推荐朋友了，这次肚子非常饥饿的时候点的，没想到送过来，鸡腿是臭的！太失望了，不小心吃了一块，担心一会还要拉肚子,1
283,2529a579-f352-43e4-8602-8b90c5f0f6c0,鱿鱼臭的，吃了拉肚子,1
315,2804a404-155b-434d-89e4-5445d14bb196,牛肉是坏的，臭的，不能吃，真郁闷,1
317,2821feb5-0969-4923-88e1-0c6b69070047,#筒子骨约800g（默认宰断）#不想说了，快被那不晓得放了多少天的筒子骨臭晕了！！算我倒霉！！也就30块钱，算我倒霉！！,1
349,2d3001a0-b1be-4d83-a71d-ce66683a2abc,我要是再来这家店我就是傻逼！！！菜和肉只有一点不说，还是臭的。好评都是刷出来的吧！商家要有点良心，纯粹垃圾，实话实说而已。,1
396,33c0413d-faa5-49e3-abe8-4db07ff6fa19,百分之百有死虾，而且还有臭味，老板开门做生意不是这么做的吧！从来没给任何一个商家差评，你算第一个,1
407,35471444-bd35-4739-af20-9690eb865a65,米线一股酸臭味，牛肉也是。真是一口也没吃。打开盖子就闻到了。,1
432,38316892-2891-400d-b88d-6cc4509f9099,买的筒子骨都是臭的  真的臭的遭不住 买的绿豆送来的豆芽  补送的现在都还没送来 害我还要走其它店去买筒子骨 钱都这么浪费了,1
440,39b730c0-c8b5-4a86-ae82-3f3e46a50a6f,菜不新鲜，肉是臭的。骗人我****。,1
